protein,l2FC,Q1,Q3,p,padj
AMBP,-0.03624802236729607,-0.7520957800787036,0.6007910037887081,1,1
AMBRA1,-0.6288264916555182,-0.8521989730642021,-0.48797289231622765,0.015873015873015872,0.03882236902468116
AMDHD2,0.4167721986271147,0.3278409496245178,0.4836673725563072,0.015873015873015872,0.03882236902468116
AMPD2,-0.3093105808009149,-0.46361238262080207,-0.17907720632148827,0.031746031746031744,0.06471563833804123
AMPD3,-0.14373988874894295,-0.5112316675710051,-0.036716415486693244,0.19047619047619047,0.2713073447346538
AMT,0.3178477017078336,-0.30525785227771784,0.780067753690493,0.4126984126984127,0.5053297619765336
ANAPC1,-0.20464746160616443,-0.261384349618881,-0.1227078157975976,0.015873015873015872,0.03882236902468116
ANAPC10,-0.4290713383705942,-0.5600652576053311,-0.3201263782860222,0.015873015873015872,0.03882236902468116
ANAPC4,0.32202283506484264,0.1089221696126601,0.5340827088941027,0.031746031746031744,0.06471563833804123
ANAPC7,-0.6521923772060703,-0.6843892792512154,-0.4398838826251499,0.015873015873015872,0.03882236902468116
ANGEL2,-0.674312134863083,-0.7714112679146385,-0.5896174575509403,0.015873015873015872,0.03882236902468116
ANK1,-1.415280937636318,-1.6063492411439784,0.030266436693700882,0.4126984126984127,0.5053297619765336
ANKFY1,0.11713995344541317,0.07817048039457841,0.24618042691030606,0.06349206349206349,0.11115626321212045
ANKHD1,-0.25953434342441284,-0.3860078257786448,-0.18499701886950604,0.015873015873015872,0.03882236902468116
ANKLE2,-0.7220266121697918,-0.8540278057753232,-0.5819354804646109,0.015873015873015872,0.03882236902468116
ANKMY2A,0.14680418419968078,-0.07491380321620067,0.19347063224271288,0.9047619047619049,0.9272234476594151
ANKRD10B,-0.48545957981288623,-0.5553532177518976,-0.4230466975752094,0.015873015873015872,0.03882236902468116
ANKRD11,-0.2802150064035196,-0.31330296603006946,-0.1517890386293832,0.015873015873015872,0.03882236902468116
